arm,outcome,tier,code,outcome_target_mean,n_items,item,rule_clause,obj_pattern,pred_pattern,item_wording,stimulus_phrase
Consensus,trust_multidimensional,full,1.0,0.625,12,t.trust_competence_2,F1,scientist,expertise,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_2),consensus revisited: quantifying scientific agreement on climate change and climate expertise among earth scientists 10 years later
Consensus,trust_multidimensional,full,1.0,0.625,12,t.trust_competence_3,F1,scientist,qualifi|unqualified|credential|phd|degree|expert|training,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_3),consensus revisited: quantifying scientific agreement on climate change and climate expertise among earth scientists 10 years later
Consensus,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_1,HALF,scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_1),"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_2,HALF,scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_2),"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_3,HALF,scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_3),"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,trust_multidimensional,half,0.5,0.625,12,t.trust_benevolence_1,HALF,scientist,,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_1),"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,trust_multidimensional,half,0.5,0.625,12,t.trust_benevolence_2,HALF,scientist,,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_2),"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,trust_multidimensional,half,0.5,0.625,12,t.trust_benevolence_3,HALF,scientist,,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_3),"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_1,HALF,scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_1),"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_2,HALF,scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_2),"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_3,HALF,scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_3),"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,trust_post,half,0.5,0.5,1,t.trust_post,HALF,scientist,,How much do you trust climate scientists? (0 not at all - 100 very strongly),"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,distrust_post,half,0.5,0.5,1,t.distrust_post,HALF,scientist,,How much do you distrust climate scientists?,"in some areas, evidence is so strong that scientists reach near-universal agreement"
Consensus,funding_perceptions,half,0.5,0.5,1,t.funding_perceptions,HALF,government,,"Do you think the federal government is spending too much, too little or about the right amount of money on climate change research?","2) nearly all climate scientists (essentially ~100%) agree that increasing carbon dioxide (co₂) in the atmosphere causes the planet to warm (intergovernmental panel on climate change, 2021)"
Consensus,policy_role_mean,full,1.0,0.5,4,t.policy_role_1,F1,policy maker|policymaker|decision maker|policy[- ]making|government,scientist,Climate scientists should work closely with policy makers to integrate scientific results into policy-making,"2) nearly all climate scientists (essentially ~100%) agree that increasing carbon dioxide (co₂) in the atmosphere causes the planet to warm (intergovernmental panel on climate change, 2021)"
Consensus,policy_role_mean,full,1.0,0.5,4,t.policy_role_4,F1,policy[- ]making|policy process|policy makers|government,scientist,Climate scientists should be more involved in the policy-making process,"2) nearly all climate scientists (essentially ~100%) agree that increasing carbon dioxide (co₂) in the atmosphere causes the planet to warm (intergovernmental panel on climate change, 2021)"
Consensus,belief_post,full,1.0,1.0,1,t.belief_post,F1,global warming,human activit,How accurate do you think this statement is? 'Human activities are causing climate change.',[randomize with #3 always in the middle] 1)“human activities are the primary cause of global warming since the mid-20th century
Consensus,concern_mean,half,0.5,0.5,3,t.concern_1,HALF,global warming,,How concerned are you about climate change?,[randomize with #3 always in the middle] 1)“human activities are the primary cause of global warming since the mid-20th century
Consensus,concern_mean,half,0.5,0.5,3,t.concern_2,HALF,global warming,,How serious a problem is climate change?,[randomize with #3 always in the middle] 1)“human activities are the primary cause of global warming since the mid-20th century
Consensus,concern_mean,half,0.5,0.5,3,t.concern_3,HALF,global warming,,"Relative to other issues facing the U.S., how important is climate change?",[randomize with #3 always in the middle] 1)“human activities are the primary cause of global warming since the mid-20th century
Consensus,policy_general,half,0.5,0.5,1,t.policy_general,HALF,government,,How much do you oppose or support: 'The U.S. government should do more to reduce global warming',"2) nearly all climate scientists (essentially ~100%) agree that increasing carbon dioxide (co₂) in the atmosphere causes the planet to warm (intergovernmental panel on climate change, 2021)"
Consensus,policy_specific_mean,half,0.5,0.14285714285714285,7,t.policy_specific_1,HALF,\bcoal\b,,"How much do you support or oppose: — Raising taxes on fossil fuels (e.g., gas, oil, coal)","especially burning coal, oil, and gas"
Consensus,policy_specific_mean,half,0.5,0.14285714285714285,7,t.policy_specific_7,HALF,ocean,,How much do you support or oppose: — Introducing laws to keep waterways and oceans clean,"this conclusion comes from many independent lines of evidence: satellite temperature records, ocean-heat measurements, retreating glaciers, and physical models of the atmosphere"
Consensus,behavior_mean,half,0.5,0.08333333333333333,6,t.behavior_transport,HALF,driv,,"How likely are you to engage in the following in the next 12 months? — Walk, bicycle, carpool, or take public transportation more often instead of driving by yourself","communications earth & environment, 5(1), 498 summary: climate scientists overwhelmingly agree that the planet is warming, that co₂ is the key driver of this warming, and that human activity is the primary cause of co₂"
Portrait Prof. Cherry,trust_multidimensional,full,1.0,0.625,12,t.trust_competence_1,F1,climate scientist,rigorous,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_1),"like engineers, doctors, and community planners, climate scientists rely on rigorous evidence and interdisciplinary teamwork to make sure the policies people depend on are effective and workable"
Portrait Prof. Cherry,trust_multidimensional,full,1.0,0.625,12,t.trust_competence_2,F1,climate scientist,rigorous,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_2),"like engineers, doctors, and community planners, climate scientists rely on rigorous evidence and interdisciplinary teamwork to make sure the policies people depend on are effective and workable"
Portrait Prof. Cherry,trust_multidimensional,full,1.0,0.625,12,t.trust_competence_3,F1,climate scientist,rigorous,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_3),"like engineers, doctors, and community planners, climate scientists rely on rigorous evidence and interdisciplinary teamwork to make sure the policies people depend on are effective and workable"
Portrait Prof. Cherry,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_1,HALF,scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_1),what many don’t realize is that todd is a scientist focused on climate issues
Portrait Prof. Cherry,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_2,HALF,scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_2),what many don’t realize is that todd is a scientist focused on climate issues
Portrait Prof. Cherry,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_3,HALF,scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_3),what many don’t realize is that todd is a scientist focused on climate issues
Portrait Prof. Cherry,trust_multidimensional,half,0.5,0.625,12,t.trust_benevolence_1,HALF,scientist,,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_1),what many don’t realize is that todd is a scientist focused on climate issues
Portrait Prof. Cherry,trust_multidimensional,half,0.5,0.625,12,t.trust_benevolence_2,HALF,scientist,,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_2),what many don’t realize is that todd is a scientist focused on climate issues
Portrait Prof. Cherry,trust_multidimensional,half,0.5,0.625,12,t.trust_benevolence_3,HALF,scientist,,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_3),what many don’t realize is that todd is a scientist focused on climate issues
Portrait Prof. Cherry,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_1,HALF,scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_1),what many don’t realize is that todd is a scientist focused on climate issues
Portrait Prof. Cherry,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_2,HALF,scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_2),what many don’t realize is that todd is a scientist focused on climate issues
Portrait Prof. Cherry,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_3,HALF,scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_3),what many don’t realize is that todd is a scientist focused on climate issues
Portrait Prof. Cherry,trust_post,full,1.0,1.0,1,t.trust_post,F1,climate scientist,rely on,How much do you trust climate scientists? (0 not at all - 100 very strongly),"like engineers, doctors, and community planners, climate scientists rely on rigorous evidence and interdisciplinary teamwork to make sure the policies people depend on are effective and workable"
Portrait Prof. Cherry,distrust_post,half,0.5,0.5,1,t.distrust_post,HALF,scientist,,How much do you distrust climate scientists?,what many don’t realize is that todd is a scientist focused on climate issues
Portrait Prof. Cherry,policy_role_mean,half,0.5,0.25,4,t.policy_role_1,HALF,policy maker|policymaker|decision maker|policy[- ]making|government,,Climate scientists should work closely with policy makers to integrate scientific results into policy-making,his work is used by policymakers and institutions who design programs aimed at public goods and sustainable resource use
Portrait Prof. Cherry,policy_role_mean,half,0.5,0.25,4,t.policy_role_3,HALF,policy maker|policymaker|decision maker,,Climate scientists should communicate their findings to policy makers,his work is used by policymakers and institutions who design programs aimed at public goods and sustainable resource use
Portrait Prof. Cherry,policy_general,half,0.5,0.5,1,t.policy_general,HALF,policy|policies,,How much do you oppose or support: 'The U.S. government should do more to reduce global warming',his work is used by policymakers and institutions who design programs aimed at public goods and sustainable resource use
Portrait Prof. Cherry,policy_specific_mean,half,0.5,0.07142857142857142,7,t.policy_specific_7,HALF,\bwater\b,,How much do you support or oppose: — Introducing laws to keep waterways and oceans clean,"every year, he organizes a get-together of the teton group, a network of colleagues from different fields who work on issues such as ensuring access to water and improving land use across states"
Model accuracy,trust_multidimensional,half,0.5,0.625,12,t.trust_competence_1,HALF,climate scientist,,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_1),the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,trust_multidimensional,half,0.5,0.625,12,t.trust_competence_2,HALF,climate scientist,,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_2),the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,trust_multidimensional,half,0.5,0.625,12,t.trust_competence_3,HALF,climate scientist,,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_3),the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_1,HALF,climate scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_1),the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_2,HALF,climate scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_2),the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_3,HALF,climate scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_3),the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,trust_multidimensional,full,1.0,0.625,12,t.trust_benevolence_1,F1,researcher,serve,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_1),"when researchers adjusted these older models to use the actual historical pollution levels (instead of the levels they originally guessed), the predictions from those models lined up almost perfectly with the temperature"
Model accuracy,trust_multidimensional,full,1.0,0.625,12,t.trust_benevolence_2,F1,researcher,serve,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_2),"when researchers adjusted these older models to use the actual historical pollution levels (instead of the levels they originally guessed), the predictions from those models lined up almost perfectly with the temperature"
Model accuracy,trust_multidimensional,full,1.0,0.625,12,t.trust_benevolence_3,F1,researcher,serve,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_3),"when researchers adjusted these older models to use the actual historical pollution levels (instead of the levels they originally guessed), the predictions from those models lined up almost perfectly with the temperature"
Model accuracy,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_1,HALF,climate scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_1),the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_2,HALF,climate scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_2),the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_3,HALF,climate scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_3),the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,trust_post,half,0.5,0.5,1,t.trust_post,HALF,climate scientist,,How much do you trust climate scientists? (0 not at all - 100 very strongly),the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,distrust_post,half,0.5,0.5,1,t.distrust_post,HALF,climate scientist,,How much do you distrust climate scientists?,the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,belief_post,half,0.5,0.5,1,t.belief_post,HALF,global warming,,How accurate do you think this statement is? 'Human activities are causing climate change.',the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,concern_mean,half,0.5,0.5,3,t.concern_1,HALF,global warming,,How concerned are you about climate change?,the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,concern_mean,half,0.5,0.5,3,t.concern_2,HALF,global warming,,How serious a problem is climate change?,the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,concern_mean,half,0.5,0.5,3,t.concern_3,HALF,global warming,,"Relative to other issues facing the U.S., how important is climate change?",the following text is based on a real news article published in 2019 by warren cornwall in science[1] even 50-year-old climate models correctly predicted global warming you may have heard the criticism that climate scien
Model accuracy,policy_general,half,0.5,0.5,1,t.policy_general,HALF,law,,How much do you oppose or support: 'The U.S. government should do more to reduce global warming',"these small errors were mostly due to incorrect predictions about human behavior, not a flaw in the fundamental physics of the models"
Model accuracy,policy_specific_mean,half,0.5,0.07142857142857142,7,t.policy_specific_7,HALF,ocean,,How much do you support or oppose: — Introducing laws to keep waterways and oceans clean,"how the earth's atmosphere, oceans, and land behave"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_competence_1,HALF,climate scientist,,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_1),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_competence_2,HALF,climate scientist,,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_2),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_competence_3,HALF,climate scientist,,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_3),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_integrity_1,HALF,climate scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_1),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_integrity_2,HALF,climate scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_2),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_integrity_3,HALF,climate scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_3),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_benevolence_1,HALF,climate scientist,,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_1),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_benevolence_2,HALF,climate scientist,,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_2),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_benevolence_3,HALF,climate scientist,,How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_3),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_openness_1,HALF,climate scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_1),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_openness_2,HALF,climate scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_2),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_multidimensional,half,0.5,0.5,12,t.trust_openness_3,HALF,climate scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_3),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,trust_post,half,0.5,0.5,1,t.trust_post,HALF,climate scientist,,How much do you trust climate scientists? (0 not at all - 100 very strongly),"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,distrust_post,half,0.5,0.5,1,t.distrust_post,HALF,climate scientist,,How much do you distrust climate scientists?,"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,inst_trust_mean,half,0.5,0.1,5,t.inst_trust_universities,HALF,universit|college|academia,,How much do you trust the following institutions? — universities,"the following is an excerpt from an interview with professor erik van sebille, a climate scientist and oceanographer at utrecht university, netherlands"
Interview Prof. Sebille,belief_post,half,0.5,0.5,1,t.belief_post,HALF,climate change,,How accurate do you think this statement is? 'Human activities are causing climate change.',"in the interview, he discusses his research and the values commonly shared within the climate science community: “research shows how climate change is driving rapid and far-reaching changes in the ocean, from stronger ma"
Interview Prof. Sebille,concern_mean,half,0.5,0.5,3,t.concern_1,HALF,climate change,,How concerned are you about climate change?,"in the interview, he discusses his research and the values commonly shared within the climate science community: “research shows how climate change is driving rapid and far-reaching changes in the ocean, from stronger ma"
Interview Prof. Sebille,concern_mean,half,0.5,0.5,3,t.concern_2,HALF,climate change,,How serious a problem is climate change?,"in the interview, he discusses his research and the values commonly shared within the climate science community: “research shows how climate change is driving rapid and far-reaching changes in the ocean, from stronger ma"
Interview Prof. Sebille,concern_mean,half,0.5,0.5,3,t.concern_3,HALF,climate change,,"Relative to other issues facing the U.S., how important is climate change?","in the interview, he discusses his research and the values commonly shared within the climate science community: “research shows how climate change is driving rapid and far-reaching changes in the ocean, from stronger ma"
Interview Prof. Sebille,policy_specific_mean,half,0.5,0.21428571428571427,7,t.policy_specific_5,HALF,\bfood\b,,"How much do you support or oppose: — Increasing taxes on carbon-intensive foods (e.g., beef and dairy products)","these shifts are happening faster than models anticipated, threatening ecosystems, food security, and the coastal communities that depend on a stable and healthy ocean"
Interview Prof. Sebille,policy_specific_mean,full,1.0,0.21428571428571427,7,t.policy_specific_7,F1,ocean,protect,How much do you support or oppose: — Introducing laws to keep waterways and oceans clean,"i became an oceanographer working on climate change because i want to help protect the ocean and the natural systems that support our communities, our health, and our future"
Interview Prof. Sebille,behavior_mean,half,0.5,0.25,6,t.behavior_transport,HALF,driv,,"How likely are you to engage in the following in the next 12 months? — Walk, bicycle, carpool, or take public transportation more often instead of driving by yourself","in the interview, he discusses his research and the values commonly shared within the climate science community: “research shows how climate change is driving rapid and far-reaching changes in the ocean, from stronger ma"
Interview Prof. Sebille,behavior_mean,full,1.0,0.25,6,t.behavior_talk,F1,discuss,climate change,How likely are you to engage in the following in the next 12 months? — Talk to friends and family about the importance of climate change,"in the interview, he discusses his research and the values commonly shared within the climate science community: “research shows how climate change is driving rapid and far-reaching changes in the ocean, from stronger ma"
Extreme weather predictions,trust_multidimensional,half,0.5,0.625,12,t.trust_competence_1,HALF,climate scientist,,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_1),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,trust_multidimensional,half,0.5,0.625,12,t.trust_competence_2,HALF,climate scientist,,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_2),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,trust_multidimensional,half,0.5,0.625,12,t.trust_competence_3,HALF,climate scientist,,How incompetent or competent / unintelligent or intelligent / unqualified or qualified are most climate scientists? (competence_3),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_1,HALF,climate scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_1),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_2,HALF,climate scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_2),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,trust_multidimensional,half,0.5,0.625,12,t.trust_integrity_3,HALF,climate scientist,,How dishonest or honest / unethical or ethical / insincere or sincere are most climate scientists? (integrity_3),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,trust_multidimensional,full,1.0,0.625,12,t.trust_benevolence_1,F1,climate scientist,protect (people|communities|us),How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_1),"together, this work shows how climate scientists, working alongside forecasters, are improving flood forecasts and early-warning systems – helping protect communities by giving them earlier and more reliable warnings"
Extreme weather predictions,trust_multidimensional,full,1.0,0.625,12,t.trust_benevolence_2,F1,climate scientist,improve (others|people|lives)|make lives better|help(ing)? (people|others|communities),How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_2),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,trust_multidimensional,full,1.0,0.625,12,t.trust_benevolence_3,F1,climate scientist,protect (people|communities|us),How unconcerned or concerned about people's wellbeing / uneager or eager to improve others' lives / inconsiderate or considerate of others' interests are most climate scientists? (benevolence_3),"together, this work shows how climate scientists, working alongside forecasters, are improving flood forecasts and early-warning systems – helping protect communities by giving them earlier and more reliable warnings"
Extreme weather predictions,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_1,HALF,climate scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_1),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_2,HALF,climate scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_2),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,trust_multidimensional,half,0.5,0.625,12,t.trust_openness_3,HALF,climate scientist,,How open to feedback / willing to be transparent / attentive to other people's views are most climate scientists? (openness_3),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,trust_post,half,0.5,0.5,1,t.trust_post,HALF,climate scientist,,How much do you trust climate scientists? (0 not at all - 100 very strongly),"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,distrust_post,half,0.5,0.5,1,t.distrust_post,HALF,climate scientist,,How much do you distrust climate scientists?,"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
Extreme weather predictions,inst_trust_mean,half,0.5,0.3,5,t.inst_trust_nasa,HALF,\bnasa\b|national aeronautics,,How much do you trust the following institutions? — nasa,department of homeland security and nasa are developing new early-detection systems that can spot wildfires minutes after they begin
Extreme weather predictions,inst_trust_mean,half,0.5,0.3,5,t.inst_trust_noaa,HALF,\bnoaa\b|national oceanic,,How much do you trust the following institutions? — noaa,"to help communities prepare, climate scientists at the national severe storms laboratory (nssl), part of the national oceanic and atmospheric administration (noaa), work on improving how floods and flash floods are predi"
